amount,hour,category,lat,lon,is_fraud
17.61,17,Entertainment,4.0488,101.3093,0
18.45,10,Food,4.1182,101.0886,0
22.59,23,Grocery,3.372,101.0424,0
23.48,14,Grocery,3.7387,101.2917,0
4.25,14,Grocery,3.1554,101.1654,0
28.65,12,Transport,3.6211,101.1318,0
33.85,17,Grocery,4.2501,101.0678,0
27.8,16,Entertainment,4.1914,101.2181,0
4.61,20,Transport,4.1351,101.139,0
8.91,11,Food,3.7683,101.1501,0
24.99,20,Transport,3.3945,101.6442,0
21.98,11,Telco,3.4253,101.3406,0
5.0,21,Entertainment,3.45,101.3412,0
22.08,10,Telco,3.7443,101.581,0
31.13,14,Food,3.7888,101.0145,0
10.5,8,Telco,3.8304,101.6674,0
24.23,17,Entertainment,3.2615,101.274,0
29.66,20,Transport,3.3549,101.09,0
5.0,21,Telco,3.4028,101.7955,0
7.31,20,Telco,4.3763,101.572,0
5.0,10,Transport,3.3633,101.4656,0
5.0,18,Transport,3.7287,101.4073,0
9.34,15,Grocery,3.3558,101.1392,0
22.8,23,Transport,3.4277,101.2269,0
26.0,18,Grocery,3.4847,101.1954,0
7.97,19,Transport,4.3268,101.4939,0
46.17,14,Telco,4.3409,101.7838,0
2.2,8,Transport,4.0913,101.1484,0
19.26,23,Entertainment,3.6979,101.0062,0
28.58,14,Telco,3.5092,101.2966,0
33.62,18,Food,3.4678,101.5245,0
12.53,13,Transport,4.4743,101.3677,0
39.08,14,Food,4.4839,101.5892,0
33.84,19,Food,3.9027,101.1929,0
20.25,17,Transport,4.1205,101.2301,0
7.23,8,Telco,4.4741,101.0888,0
12.94,23,Grocery,3.5243,101.1546,0
28.31,19,Food,3.7276,101.5129,0
13.86,15,Food,3.8104,101.6893,0
21.78,23,Food,3.9462,101.3711,0
22.74,13,Grocery,4.2272,101.4874,0
42.4,11,Grocery,3.7893,101.2771,0
2.5,21,Food,3.2938,101.1938,0
12.85,17,Telco,3.612,101.3114,0
36.44,23,Food,3.7651,101.5934,0
10.73,14,Telco,3.5268,101.7813,0
4.71,23,Food,4.4349,101.1633,0
21.46,20,Food,3.5121,101.6019,0
18.13,16,Entertainment,3.833,101.181,0
15.49,13,Food,3.2726,101.6275,0
24.71,14,Entertainment,3.9926,101.1486,0
11.82,13,Grocery,3.2192,101.0923,0
24.69,14,Entertainment,3.1263,101.7149,0
9.31,15,Grocery,3.9073,101.5556,0
16.75,23,Telco,3.1669,101.2123,0
21.14,16,Entertainment,4.1598,101.5269,0
13.72,11,Food,4.3499,101.1132,0
23.03,19,Transport,3.3904,101.0525,0
29.04,14,Grocery,3.7814,101.4437,0
25.16,23,Telco,3.921,101.4887,0
25.94,21,Food,3.6158,101.3342,0
25.69,14,Grocery,4.2913,101.0361,0
5.97,23,Grocery,3.5836,101.4728,0
15.54,15,Telco,4.4569,101.015,0
27.04,9,Telco,4.4268,101.6661,0
10.32,9,Food,3.187,101.4025,0
8.96,22,Telco,4.0282,101.7053,0
30.02,17,Grocery,3.7382,101.2337,0
34.67,9,Entertainment,3.2885,101.7801,0
18.02,21,Transport,3.7604,101.781,0
43.52,13,Telco,3.4937,101.7166,0
24.17,14,Food,3.2077,101.3419,0
21.5,16,Food,3.7595,101.4711,0
7.59,21,Entertainment,3.2467,101.0017,0
20.43,9,Transport,3.1434,101.0156,0
23.59,21,Telco,3.9998,101.6363,0
19.43,15,Entertainment,3.869,101.7828,0
19.72,15,Telco,4.4277,101.323,0
12.36,22,Entertainment,4.0933,101.6823,0
22.87,20,Grocery,4.2731,101.3798,0
28.71,22,Food,4.1082,101.6262,0
20.83,20,Telco,4.017,101.5021,0
17.14,11,Transport,3.8233,101.1679,0
35.06,12,Telco,4.0688,101.0081,0
21.99,12,Telco,4.4972,101.7061,0
6.88,21,Telco,3.2237,101.767,0
16.4,15,Grocery,4.4209,101.2205,0
5.0,19,Telco,3.7321,101.2119,0
24.76,15,Telco,3.17,101.2095,0
11.8,19,Grocery,4.4381,101.256,0
4.24,20,Transport,3.2444,101.0896,0
17.67,18,Entertainment,3.5157,101.3716,0
8.18,14,Entertainment,4.3535,101.2891,0
24.56,20,Transport,3.2356,101.2044,0
7.26,23,Food,4.2446,101.2843,0
29.51,19,Grocery,3.3348,101.0605,0
7.97,9,Food,4.21,101.1363,0
22.75,19,Food,3.5481,101.1295,0
20.61,23,Telco,3.9913,101.3778,0
37.83,14,Food,3.4921,101.1747,0
16.69,22,Transport,4.1928,101.7481,0
33.05,12,Transport,4.2201,101.4291,0
30.84,22,Grocery,3.1857,101.1738,0
21.17,10,Transport,3.8694,101.6188,0
26.55,13,Entertainment,4.3484,101.2159,0
21.46,20,Transport,3.6186,101.0557,0
28.89,13,Transport,3.3478,101.3189,0
16.43,8,Food,3.6614,101.1291,0
20.55,21,Telco,3.96,101.4666,0
36.22,15,Transport,3.1959,101.7465,0
24.29,12,Entertainment,4.0915,101.3442,0
12.94,17,Grocery,3.1119,101.568,0
8.69,16,Grocery,4.2366,101.1,0
29.62,14,Grocery,3.7046,101.0598,0
20.31,9,Transport,4.2996,101.5764,0
10.98,23,Food,3.4547,101.5183,0
2987.18,4,Transfer,15.9883,111.8095,1
31.12,10,Food,3.7174,101.3806,0
32.14,8,Food,4.465,101.6455,0
24.68,14,Food,3.8268,101.5676,0
36.04,14,Entertainment,3.5638,101.5455,0
21.59,14,Entertainment,4.0667,101.7987,0
31.53,9,Food,3.452,101.6824,0
5.12,18,Entertainment,3.1961,101.7235,0
22.7,12,Food,3.9195,101.1181,0
12.05,18,Entertainment,3.7822,101.1414,0
21.0,18,Transport,4.047,101.7406,0
32.86,18,Food,3.7806,101.2214,0
21.51,17,Transport,3.5419,101.4232,0
13.19,18,Transport,4.1252,101.6119,0
29.08,9,Grocery,4.4728,101.2845,0
14.7,15,Telco,4.3708,101.0394,0
33.95,12,Transport,3.6589,101.4377,0
29.44,9,Telco,3.2537,101.2224,0
5.0,8,Entertainment,4.1576,101.3465,0
16.84,9,Food,4.4751,101.7928,0
32.5,10,Grocery,3.3118,101.5485,0
5.98,9,Telco,3.5998,101.0431,0
8.81,14,Grocery,3.8804,101.0748,0
28.23,21,Grocery,3.1423,101.3245,0
26.92,17,Food,3.402,101.7255,0
22.0,14,Grocery,3.2168,101.2123,0
19.23,10,Food,4.4785,101.0799,0
16.32,14,Entertainment,3.3402,101.3944,0
25.57,12,Grocery,3.2558,101.0643,0
23.7,9,Entertainment,3.16,101.1492,0
12.3,15,Telco,3.7776,101.4877,0
31.92,19,Grocery,3.3698,101.6107,0
17.04,18,Entertainment,4.1865,101.3835,0
28.68,21,Food,4.4196,101.4842,0
22.42,12,Food,3.2875,101.1594,0
28.52,17,Entertainment,3.2337,101.5098,0
19.27,10,Entertainment,3.1499,101.6693,0
6.17,15,Food,3.1299,101.2958,0
29.1,22,Grocery,3.5811,101.113,0
25.18,13,Telco,4.4141,101.747,0
15.82,21,Telco,3.9756,101.7031,0
5.0,21,Grocery,4.3125,101.7212,0
10.56,16,Transport,4.0542,101.4025,0
7.06,22,Grocery,4.2099,101.24,0
13.88,9,Entertainment,3.5441,101.7621,0
23.93,23,Telco,4.2228,101.2765,0
24.56,14,Telco,4.2752,101.2079,0
6.23,8,Transport,3.2573,101.7871,0
28.87,10,Transport,3.6748,101.4514,0
34.33,22,Transport,3.6893,101.2662,0
5.0,23,Grocery,3.3879,101.168,0
13.31,16,Telco,3.3345,101.7237,0
7.79,11,Transport,4.2532,101.4619,0
24.21,10,Grocery,3.7276,101.6493,0
17.9,9,Entertainment,4.3391,101.7245,0
6.61,16,Grocery,4.4896,101.3135,0
11.24,9,Entertainment,4.0025,101.422,0
18.51,23,Entertainment,4.3962,101.6209,0
13.43,20,Entertainment,4.0994,101.0182,0
33.28,12,Entertainment,3.761,101.0774,0
27.44,23,Transport,3.1565,101.0036,0
14.14,23,Entertainment,4.0876,101.6614,0
10.64,14,Food,3.5781,101.4042,0
43.42,13,Grocery,4.3212,101.0198,0
22.19,10,Transport,3.9771,101.2019,0
18.72,20,Food,4.1865,101.303,0
27.25,22,Grocery,3.8807,101.179,0
38.75,22,Entertainment,3.4332,101.5685,0
12.24,23,Grocery,3.4509,101.5126,0
10.07,8,Food,3.1318,101.2576,0
9.74,21,Food,3.8727,101.2258,0
23.16,19,Grocery,3.1598,101.5337,0
199.0,1,Transfer,48.903,111.945,1
13.56,20,Entertainment,3.5077,101.4537,0
25.4,18,Entertainment,3.2341,101.2986,0
5.0,13,Grocery,3.3847,101.546,0
8.24,22,Entertainment,4.388,101.1815,0
12.25,17,Telco,3.9008,101.1145,0
14.36,14,Telco,4.0462,101.304,0
9.13,12,Grocery,3.6551,101.041,0
13.87,8,Transport,4.3812,101.0508,0
7.86,20,Entertainment,4.1323,101.0245,0
27.55,21,Grocery,4.1561,101.7594,0
13.46,13,Grocery,4.2079,101.2423,0
7.5,22,Telco,4.4318,101.1373,0
25.29,21,Grocery,3.1432,101.0766,0
13.94,18,Entertainment,3.7518,101.6084,0
5.0,16,Food,3.9691,101.3701,0
19.61,23,Entertainment,3.8053,101.3168,0
12.31,9,Telco,3.2057,101.0312,0
18.24,13,Telco,3.9634,101.3578,0
18.7,15,Telco,3.4637,101.3379,0
14.01,12,Telco,4.1232,101.3132,0
11.66,12,Entertainment,4.0507,101.0106,0
17.29,17,Food,3.8337,101.3359,0
18.62,17,Telco,3.1841,101.1473,0
31.42,17,Telco,3.2477,101.6323,0
28.44,12,Food,4.3514,101.3827,0
16.42,19,Grocery,3.4011,101.2556,0
5.0,9,Telco,3.4295,101.7619,0
5.0,8,Entertainment,3.2663,101.0351,0
43.19,9,Food,3.2358,101.1295,0
5.0,22,Grocery,4.2008,101.2809,0
14.95,8,Grocery,3.86,101.2052,0
15.82,19,Transport,3.6675,101.5288,0
9.08,12,Telco,4.0976,101.0193,0
10.57,10,Entertainment,3.8469,101.3518,0
28.24,13,Grocery,3.9789,101.5567,0
28.13,15,Food,3.4256,101.3778,0
6.62,11,Food,3.374,101.7545,0
29.53,8,Food,3.8793,101.6134,0
34.89,10,Telco,3.5828,101.1546,0
10.86,14,Transport,3.4725,101.1529,0
25.83,15,Grocery,3.8055,101.7317,0
5.0,17,Grocery,3.5958,101.2648,0
13.44,20,Entertainment,3.5324,101.772,0
20.97,22,Entertainment,3.5493,101.4013,0
23.04,9,Telco,3.7452,101.7538,0
17.07,11,Entertainment,4.2114,101.7973,0
28.43,9,Food,4.1274,101.1782,0
13.73,14,Grocery,4.322,101.4921,0
11.77,8,Telco,3.4891,101.6299,0
5.0,17,Entertainment,4.0077,101.1431,0
26.73,19,Transport,3.5349,101.3675,0
32.02,17,Entertainment,3.8979,101.101,0
30.68,10,Grocery,3.3672,101.639,0
14.68,12,Grocery,3.8895,101.6351,0
5.14,12,Entertainment,3.783,101.1145,0
25.18,17,Telco,3.373,101.3015,0
24.62,14,Transport,4.0546,101.1479,0
8.6,19,Entertainment,3.4212,101.5489,0
34.38,18,Transport,3.7498,101.1588,0
14.91,23,Telco,3.3327,101.3212,0
22.75,17,Telco,3.9989,101.4134,0
8.1,12,Grocery,3.5005,101.4266,0
24.24,13,Grocery,3.2505,101.7142,0
2.2,11,Entertainment,3.3381,101.7474,0
19.79,10,Grocery,3.4436,101.2664,0
15.22,13,Grocery,3.5262,101.3404,0
5.73,9,Food,3.1594,101.0654,0
6.72,14,Telco,3.4035,101.42,0
7.06,17,Grocery,3.5877,101.3144,0
20.33,17,Entertainment,3.4549,101.0439,0
10.03,10,Food,4.3105,101.7273,0
20.42,22,Entertainment,4.1301,101.377,0
30.16,23,Food,3.7188,101.114,0
22.41,23,Food,3.3895,101.5877,0
16.33,14,Transport,3.8893,101.2675,0
16.52,20,Transport,3.129,101.0913,0
28.85,9,Grocery,3.4052,101.1178,0
28.53,15,Grocery,3.2023,101.2819,0
20.45,14,Entertainment,4.0466,101.4189,0
11.88,22,Food,4.0358,101.2213,0
9.37,18,Food,3.3281,101.275,0
26.67,16,Food,4.0849,101.6072,0
4.67,12,Transport,3.9786,101.5915,0
19.84,17,Grocery,4.2792,101.3575,0
26.54,22,Grocery,4.1066,101.0174,0
38.52,12,Food,3.6017,101.723,0
5.0,11,Telco,4.2508,101.2732,0
21.5,13,Grocery,3.6408,101.7416,0
15.34,21,Food,3.6727,101.4118,0
25.79,20,Transport,3.6229,101.4683,0
32.82,19,Telco,3.9551,101.0717,0
7.47,10,Grocery,4.4249,101.3103,0
22.42,14,Transport,4.3449,101.2281,0
16.14,18,Transport,4.3504,101.1469,0
13.19,22,Entertainment,4.41,101.5585,0
25.74,12,Grocery,4.2772,101.3403,0
36.22,13,Transport,3.6894,101.1576,0
4.69,18,Food,3.4062,101.3749,0
2.39,22,Grocery,4.3208,101.2972,0
27.07,10,Food,3.7543,101.1517,0
20.26,18,Grocery,4.3424,101.5905,0
20.86,18,Food,4.2253,101.2204,0
20.35,18,Telco,3.5878,101.0861,0
16.14,23,Entertainment,4.064,101.4022,0
21.14,19,Entertainment,3.5883,101.6709,0
36.02,18,Grocery,3.2512,101.5401,0
9.36,23,Transport,3.8633,101.3405,0
8.86,19,Telco,3.1881,101.146,0
18.8,20,Food,3.9124,101.3875,0
9.16,8,Entertainment,3.1209,101.4904,0
32.27,14,Transport,4.4529,101.0485,0
2558.73,2,Transfer,33.4731,113.203,1
28.84,17,Food,4.226,101.3033,0
14.05,18,Entertainment,3.503,101.6376,0
26.08,15,Entertainment,4.023,101.5185,0
21.21,18,Transport,3.4148,101.0575,0
10.19,13,Entertainment,3.3156,101.5451,0
28.08,16,Entertainment,3.7318,101.2433,0
23.21,8,Food,4.3607,101.2056,0
43.85,21,Telco,3.1973,101.2348,0
5.0,17,Grocery,3.3183,101.0579,0
17.63,19,Food,4.4778,101.7493,0
16.32,23,Telco,3.6031,101.2962,0
22.28,13,Food,4.4957,101.2379,0
20.2,21,Food,3.2067,101.0834,0
2855.92,2,Transfer,12.0922,115.5659,1
31.9,8,Telco,3.1272,101.0281,0
14.84,20,Food,4.1716,101.6521,0
16.88,22,Telco,3.3166,101.4411,0
12.24,11,Food,3.5959,101.4286,0
9.63,18,Telco,3.8103,101.4558,0
23.47,11,Food,3.3525,101.7721,0
10.9,13,Grocery,3.2766,101.2533,0
24.48,21,Food,4.2271,101.4483,0
19.3,11,Transport,3.7421,101.7943,0
29.58,10,Grocery,3.4194,101.273,0
28.51,22,Entertainment,4.2766,101.2976,0
22.49,23,Grocery,4.1336,101.2754,0
13.77,12,Grocery,4.3743,101.0182,0
21.74,23,Grocery,3.3342,101.4076,0
22.41,13,Food,4.0162,101.2535,0
4.52,21,Entertainment,4.3813,101.0628,0
3721.81,2,Transfer,40.9898,117.8195,1
9.07,13,Transport,4.0522,101.4705,0
24.99,22,Transport,3.8364,101.084,0
39.2,16,Entertainment,3.2568,101.634,0
7.56,9,Food,3.7752,101.2615,0
25.39,8,Telco,3.5025,101.1321,0
43.34,19,Transport,3.7913,101.4816,0
5.0,17,Grocery,4.3626,101.7739,0
14.17,20,Entertainment,4.2744,101.7192,0
30.02,15,Entertainment,3.42,101.6074,0
26.63,16,Transport,4.4483,101.079,0
18.96,12,Grocery,3.8613,101.1123,0
16.23,18,Transport,4.1249,101.2288,0
15.88,8,Grocery,3.4153,101.2993,0
5.0,11,Entertainment,4.2177,101.1933,0
20.27,13,Telco,3.5666,101.7402,0
27.46,15,Transport,4.0742,101.172,0
13.16,17,Entertainment,3.8537,101.4533,0
16.62,17,Entertainment,4.1291,101.259,0
22.32,13,Entertainment,3.3873,101.4705,0
3.32,22,Telco,3.193,101.1768,0
27.47,11,Grocery,3.9225,101.093,0
35.34,22,Transport,3.9275,101.1851,0
22.89,21,Food,3.7819,101.668,0
10.29,15,Grocery,3.2038,101.7067,0
27.06,10,Entertainment,3.6742,101.2375,0
33.87,20,Entertainment,3.1927,101.7343,0
5.0,16,Food,4.0079,101.2001,0
5.77,10,Grocery,3.9153,101.7461,0
17.8,9,Food,4.431,101.6944,0
34.51,14,Food,3.2211,101.5918,0
5.0,16,Transport,3.6424,101.6162,0
36.82,17,Grocery,4.4728,101.1381,0
34.66,16,Telco,3.4041,101.7004,0
29.29,21,Telco,3.5985,101.2133,0
32.9,10,Grocery,3.1651,101.6276,0
27.68,15,Transport,4.24,101.0073,0
11.36,13,Entertainment,4.2468,101.782,0
19.27,17,Entertainment,3.53,101.6019,0
29.58,14,Grocery,4.3991,101.0153,0
5.0,8,Telco,3.6433,101.0215,0
31.24,17,Food,3.8851,101.745,0
25.58,18,Telco,3.4176,101.3128,0
15.23,16,Telco,3.2399,101.0257,0
21.26,8,Transport,3.8008,101.1893,0
30.3,16,Food,4.364,101.0546,0
33.33,18,Food,4.0865,101.2928,0
19.78,22,Transport,3.9534,101.5921,0
48.71,19,Grocery,3.7615,101.3312,0
22.32,22,Food,3.4317,101.1818,0
33.49,13,Grocery,3.5076,101.4695,0
30.9,9,Entertainment,4.0465,101.7208,0
17.86,11,Food,4.0178,101.5468,0
13.86,10,Food,3.6548,101.3191,0
5.0,9,Transport,4.4479,101.7214,0
21.71,10,Grocery,3.1707,101.5269,0
9.94,17,Food,3.445,101.0331,0
35.36,15,Food,3.5731,101.0798,0
34.42,13,Food,3.4954,101.7396,0
24.21,21,Telco,3.23,101.1817,0
20.11,13,Transport,3.8067,101.3233,0
14.32,22,Grocery,3.6254,101.5997,0
5.66,12,Entertainment,3.8063,101.5536,0
199.0,1,Transfer,22.3341,117.2969,1
43.65,17,Transport,3.6619,101.2308,0
22.2,8,Telco,4.1808,101.2932,0
5.02,14,Grocery,4.0356,101.3917,0
11.1,23,Food,4.3537,101.0436,0
33.3,16,Telco,3.1196,101.5281,0
12.06,17,Entertainment,4.0883,101.5275,0
17.7,10,Entertainment,3.7433,101.6105,0
24.74,15,Telco,4.2689,101.1557,0
15.48,9,Grocery,3.3847,101.5041,0
21.22,11,Telco,3.1286,101.087,0
32.49,18,Entertainment,4.0247,101.3382,0
22.2,22,Grocery,4.1472,101.2691,0
12.47,20,Entertainment,3.2521,101.3483,0
42.87,9,Telco,4.3077,101.7931,0
37.98,8,Entertainment,4.372,101.4897,0
28.84,15,Grocery,4.1849,101.4692,0
7.19,8,Grocery,3.9815,101.1677,0
5.0,12,Entertainment,3.1691,101.6294,0
20.7,14,Grocery,3.1858,101.203,0
33.35,15,Telco,4.3702,101.4718,0
28.47,20,Entertainment,3.627,101.5057,0
13.84,13,Telco,3.8092,101.7314,0
38.81,8,Telco,3.6717,101.6951,0
27.03,18,Grocery,3.7958,101.1848,0
30.02,8,Grocery,3.1991,101.3426,0
199.0,0,Transfer,38.3539,113.251,1
8.72,8,Entertainment,3.9628,101.5877,0
12.46,14,Food,3.6629,101.5673,0
4.63,8,Telco,3.5139,101.5723,0
32.5,8,Entertainment,3.6033,101.1168,0
24.56,10,Food,4.2306,101.709,0
23.36,15,Entertainment,3.1109,101.0892,0
199.0,3,Transfer,14.8449,112.4259,1
7.69,17,Transport,3.9949,101.3362,0
20.56,8,Entertainment,4.2216,101.3401,0
25.83,14,Food,3.1404,101.7568,0
8.44,21,Grocery,3.6196,101.1216,0
9.89,22,Food,3.2341,101.4178,0
29.57,8,Grocery,4.259,101.2591,0
199.0,3,Transfer,36.8327,115.1241,1
19.38,18,Entertainment,3.2368,101.4439,0
8.53,9,Food,4.1301,101.2486,0
5.01,10,Entertainment,4.3067,101.2329,0
19.88,18,Telco,3.6667,101.7999,0
3.23,12,Entertainment,4.2189,101.444,0
13.45,8,Transport,3.7782,101.1276,0
13.52,15,Food,4.0466,101.5392,0
27.67,16,Grocery,3.8789,101.0598,0
8.78,15,Food,3.6988,101.6224,0
25.02,14,Telco,4.4621,101.0285,0
21.06,16,Food,3.4529,101.0136,0
6.54,12,Grocery,4.227,101.3581,0
6.38,9,Transport,3.5061,101.1759,0
30.72,20,Telco,3.6819,101.4918,0
20.27,8,Transport,4.3979,101.1312,0
30.58,14,Food,3.2467,101.7702,0
17.17,15,Telco,3.8454,101.6797,0
5.0,16,Food,3.2389,101.1226,0
22.58,13,Entertainment,3.5841,101.0468,0
40.17,8,Food,3.4033,101.0276,0
30.0,10,Food,3.2147,101.0219,0
22.08,12,Grocery,3.6912,101.0137,0
5.0,23,Food,3.1988,101.4999,0
7.82,18,Telco,3.8476,101.5658,0
24.92,14,Grocery,4.2075,101.1622,0
12.91,11,Telco,4.4305,101.0806,0
16.62,9,Telco,3.5409,101.0203,0
31.83,13,Transport,4.1455,101.618,0
21.71,11,Entertainment,3.903,101.2843,0
14.75,20,Food,4.3952,101.4236,0
5.0,18,Food,4.0367,101.2736,0
5.98,14,Grocery,4.2744,101.0499,0
18.18,12,Food,4.2057,101.5778,0
22.35,20,Food,4.185,101.3491,0
4.1,12,Entertainment,3.5479,101.7254,0
27.05,12,Grocery,4.2555,101.7603,0
17.76,22,Transport,3.2325,101.6075,0
6.15,16,Grocery,3.428,101.5029,0
27.95,12,Grocery,3.6633,101.2088,0
18.58,13,Food,3.9047,101.0946,0
5.0,23,Grocery,3.6172,101.0295,0
8.93,22,Transport,4.2699,101.2138,0
36.88,21,Telco,3.1578,101.0546,0
20.71,17,Telco,4.0409,101.223,0
21.66,20,Food,3.17,101.0181,0
28.96,13,Telco,4.2278,101.3651,0
15.84,20,Telco,4.4048,101.4454,0
21.9,23,Telco,4.259,101.0331,0
14.23,8,Transport,3.3949,101.6508,0
12.03,15,Entertainment,3.6747,101.5638,0
21.34,20,Food,3.1203,101.4787,0
11.75,16,Food,3.3701,101.3057,0
22.45,11,Transport,3.1871,101.4951,0
15.19,15,Transport,4.4343,101.1515,0
15.47,10,Telco,3.2162,101.206,0
10.1,22,Entertainment,3.1007,101.1835,0
11.51,18,Grocery,3.2521,101.3785,0
27.05,19,Transport,3.193,101.7085,0
3.82,12,Grocery,4.3054,101.014,0
32.25,9,Food,3.3743,101.0511,0
27.17,17,Transport,3.8075,101.0861,0
20.43,19,Transport,3.7814,101.218,0
31.83,20,Telco,4.3144,101.6912,0
13.69,16,Entertainment,4.3904,101.4555,0
27.08,18,Transport,3.2685,101.6846,0
18.11,9,Telco,3.9334,101.5399,0
4.26,12,Food,3.3252,101.4788,0
5.0,8,Transport,3.6103,101.5284,0
8.14,8,Transport,3.6908,101.3226,0
12.65,18,Entertainment,3.1932,101.0133,0
10.82,10,Food,3.5024,101.1,0
36.6,13,Transport,4.3263,101.7225,0
31.72,13,Grocery,4.2623,101.7822,0
10.07,14,Grocery,3.4,101.2156,0
15.5,15,Food,4.1419,101.2926,0
26.59,17,Transport,4.379,101.5239,0
12.97,22,Telco,4.4058,101.7836,0
11.46,15,Grocery,3.8322,101.0043,0
18.1,9,Entertainment,3.6501,101.4193,0
27.0,16,Telco,4.2992,101.2639,0
33.57,22,Grocery,4.1959,101.2503,0
22.76,21,Grocery,3.2102,101.1416,0
19.51,19,Grocery,3.1549,101.7742,0
13.24,18,Telco,3.8007,101.6347,0
21.53,17,Entertainment,4.1896,101.0948,0
5.0,17,Food,3.7005,101.5908,0
31.38,14,Telco,3.3571,101.079,0
17.89,18,Telco,3.2341,101.0941,0
20.27,21,Food,3.4119,101.3789,0
11.34,11,Entertainment,3.4117,101.3841,0
28.91,9,Grocery,4.0604,101.3456,0
16.12,21,Food,3.3275,101.2533,0
30.54,22,Transport,4.3456,101.0171,0
30.85,20,Food,3.7806,101.5201,0
22.52,12,Transport,3.9933,101.7114,0
10.88,9,Entertainment,3.7372,101.1347,0
17.1,18,Entertainment,4.4329,101.1575,0
17.32,22,Telco,3.6213,101.2788,0
35.11,23,Entertainment,3.3192,101.316,0
14.91,9,Transport,3.7692,101.3639,0
17.46,22,Transport,3.9264,101.3359,0
26.1,9,Transport,3.5696,101.1986,0
21.42,21,Transport,3.2482,101.01,0
19.9,21,Telco,4.0823,101.6417,0
36.14,15,Transport,3.7024,101.4978,0
23.37,15,Food,4.3608,101.5506,0
13.82,18,Food,4.3278,101.7762,0
27.95,22,Entertainment,4.4794,101.265,0
20.79,21,Transport,4.0453,101.6142,0
24.17,12,Transport,3.1603,101.2321,0
29.76,19,Entertainment,4.0239,101.0451,0
19.61,9,Food,3.9004,101.003,0
8.28,20,Grocery,3.8447,101.3324,0
18.91,8,Transport,3.4086,101.3109,0
28.14,10,Entertainment,3.5818,101.2525,0
18.33,11,Entertainment,3.8679,101.0072,0
18.25,8,Telco,3.8236,101.4625,0
15.85,8,Transport,3.7743,101.2026,0
10.74,8,Transport,3.9281,101.2267,0
12.9,20,Transport,4.0821,101.3728,0
15.7,16,Grocery,3.5854,101.7735,0
25.91,8,Transport,3.7935,101.4253,0
24.67,17,Entertainment,3.8137,101.5118,0
9.98,9,Transport,4.1027,101.3537,0
31.35,9,Food,3.5245,101.6064,0
29.47,19,Transport,3.9123,101.6826,0
5.0,17,Transport,4.2297,101.0716,0
2.84,13,Transport,3.972,101.729,0
22.94,12,Food,3.9979,101.2935,0
26.84,12,Grocery,3.6583,101.0148,0
20.23,20,Grocery,4.0536,101.7722,0
20.6,16,Grocery,3.6635,101.5542,0
16.02,20,Food,4.2093,101.4421,0
5.0,19,Telco,3.995,101.5304,0
30.84,21,Transport,3.6845,101.7568,0
10.75,20,Entertainment,4.336,101.1607,0
31.83,9,Grocery,3.5296,101.3744,0
7.53,15,Entertainment,3.7564,101.0207,0
28.24,9,Food,3.7529,101.4865,0
24.2,11,Entertainment,3.7023,101.1572,0
32.07,16,Food,4.1455,101.7899,0
16.51,21,Telco,4.3176,101.2949,0
20.58,16,Transport,3.1773,101.1253,0
3.67,17,Grocery,4.2061,101.2792,0
21.95,13,Transport,3.147,101.1505,0
28.28,14,Entertainment,3.9538,101.201,0
37.55,17,Entertainment,4.046,101.2157,0
27.23,11,Food,3.8274,101.646,0
13.32,12,Food,3.7594,101.0682,0
28.63,14,Grocery,3.5362,101.0904,0
19.76,21,Entertainment,3.1652,101.1401,0
18.77,15,Transport,4.1457,101.0087,0
21.07,8,Transport,3.8795,101.6127,0
19.23,18,Grocery,4.4177,101.5501,0
12.89,13,Transport,3.2082,101.6284,0
15.97,15,Entertainment,4.3861,101.3509,0
17.43,9,Grocery,3.6662,101.0786,0
16.67,15,Telco,3.2198,101.1959,0
32.45,18,Transport,3.3838,101.1161,0
32.49,12,Transport,3.8439,101.3426,0
5.0,11,Transport,3.2155,101.2611,0
12.2,10,Entertainment,3.2168,101.6853,0
13.13,16,Food,3.6277,101.6512,0
27.72,10,Entertainment,4.1078,101.4745,0
5.0,16,Telco,3.2873,101.7529,0
17.01,18,Telco,3.4523,101.5591,0
21.2,23,Grocery,3.2201,101.4878,0
33.35,14,Transport,3.1275,101.117,0
43.14,23,Entertainment,4.1431,101.734,0
32.33,15,Telco,3.8847,101.7881,0
43.97,15,Food,3.7338,101.2785,0
11.01,8,Transport,4.1902,101.3688,0
13.03,17,Food,3.5488,101.573,0
3448.44,5,Transfer,31.8565,112.4305,1
32.05,11,Entertainment,3.1892,101.674,0
17.39,13,Food,3.6149,101.7848,0
27.1,20,Entertainment,3.1805,101.3762,0
29.61,11,Entertainment,4.2062,101.2562,0
18.37,8,Telco,4.3593,101.2044,0
28.53,9,Transport,3.1074,101.4226,0
17.71,21,Entertainment,3.6585,101.0231,0
20.2,17,Entertainment,3.2881,101.3741,0
15.29,15,Grocery,4.1401,101.6368,0
15.13,11,Entertainment,3.2738,101.4328,0
23.31,18,Grocery,3.203,101.3127,0
12.41,14,Grocery,3.468,101.6735,0
13.26,23,Transport,3.389,101.5839,0
10.64,14,Entertainment,3.2649,101.2161,0
16.67,13,Transport,4.2195,101.238,0
20.49,8,Food,4.3426,101.6811,0
23.77,19,Telco,4.2737,101.5001,0
26.53,20,Telco,4.2103,101.578,0
33.19,23,Food,3.2104,101.5435,0
20.23,9,Transport,3.8396,101.5842,0
